#lambda	number of discriminable inputs	dynamic_range
0.000000000000000000e+00	6.000000000000000000e+00	1.172014620154833153e+01
1.340356766399346533e-01	7.000000000000000000e+00	1.262067254630834157e+01
2.501057906675441256e-01	8.000000000000000000e+00	1.349184799937298784e+01
3.506183684237886844e-01	9.000000000000000000e+00	1.433265548205349660e+01
4.376586748096509272e-01	1.100000000000000000e+01	1.514049213373428771e+01
5.130324748341368313e-01	1.200000000000000000e+01	1.591242704534731267e+01
5.783034965714177744e-01	1.300000000000000000e+01	1.664941111572049337e+01
6.348258727451623340e-01	1.400000000000000000e+01	1.735536826773127572e+01
6.837722339831620033e-01	1.600000000000000000e+01	1.803486490609629200e+01
7.261580365735638143e-01	1.700000000000000000e+01	1.869243988781168753e+01
7.628626294338345382e-01	1.800000000000000000e+01	1.933139713480017008e+01
7.946474973542854148e-01	2.000000000000000000e+01	1.995226671915832029e+01
8.221720589961076797e-01	2.100000000000000000e+01	2.055280992782182992e+01
8.460073473940508126e-01	2.200000000000000000e+01	2.112974626919827870e+01
8.666478567836676250e-01	2.400000000000000000e+01	2.168030648518300652e+01
8.845218015310541970e-01	2.500000000000000000e+01	2.220351655969263760e+01
9.000000000000000222e-01	2.600000000000000000e+01	2.270021798988466344e+01
9.134035676639934431e-01	2.700000000000000000e+01	2.317242815141277035e+01
9.250105790667544348e-01	2.700000000000000000e+01	2.362282740361906264e+01
9.350618368423788684e-01	2.800000000000000000e+01	2.405403285808311509e+01
9.437658674809651371e-01	2.800000000000000000e+01	2.446792533189871932e+01
9.513032474834136609e-01	2.900000000000000000e+01	2.486598575768282871e+01
9.578303496571417552e-01	2.900000000000000000e+01	2.524871732644930233e+01
9.634825872745161890e-01	2.900000000000000000e+01	2.561613238075908683e+01
9.683772233983162225e-01	2.900000000000000000e+01	2.596749962650956434e+01
9.726158036573563370e-01	2.800000000000000000e+01	2.630181459176495906e+01
9.762862629433834982e-01	2.800000000000000000e+01	2.661778299457438735e+01
9.794647497354285193e-01	2.700000000000000000e+01	2.691401074553665396e+01
9.822172058996108124e-01	2.600000000000000000e+01	2.718891206173473307e+01
9.846007347394051257e-01	2.500000000000000000e+01	2.744105703137093855e+01
9.866647856783667958e-01	2.400000000000000000e+01	2.766906126482050254e+01
9.884521801531054308e-01	2.300000000000000000e+01	2.787172022095302282e+01
9.899999999999999911e-01	2.200000000000000000e+01	2.804789064151399458e+01
9.913403567663993110e-01	2.100000000000000000e+01	2.819671345580113453e+01
9.925010579066754213e-01	2.000000000000000000e+01	2.831734811844656363e+01
9.935061836842379313e-01	1.900000000000000000e+01	2.840938361516514377e+01
9.943765867480964804e-01	1.800000000000000000e+01	2.847219993787091141e+01
9.951303247483413994e-01	1.700000000000000000e+01	2.850569895047624414e+01
9.957830349657141866e-01	1.600000000000000000e+01	2.850974129657435796e+01
9.963482587274515856e-01	1.500000000000000000e+01	2.848437701801290700e+01
9.968377223398315889e-01	1.400000000000000000e+01	2.842965045625302523e+01
9.972615803657356448e-01	1.300000000000000000e+01	2.834588204758257746e+01
9.976286262943383498e-01	1.200000000000000000e+01	2.823342773181465404e+01
9.979464749735428297e-01	1.200000000000000000e+01	2.809265097867530159e+01
9.982217205899610590e-01	1.100000000000000000e+01	2.792404040907766216e+01
9.984600734739405015e-01	1.000000000000000000e+01	2.772822170615278026e+01
9.986664785678366352e-01	1.000000000000000000e+01	2.750571200131847149e+01
9.988452180153105653e-01	9.000000000000000000e+00	2.725728640152923532e+01
9.989999999999999991e-01	8.000000000000000000e+00	2.698341606539486293e+01
9.991340356766399422e-01	8.000000000000000000e+00	2.668487495898281026e+01
9.992501057906675310e-01	7.000000000000000000e+00	2.636215953736769535e+01
9.993506183684237598e-01	7.000000000000000000e+00	2.601581698532309872e+01
9.994376586748096036e-01	6.000000000000000000e+00	2.564605885759858594e+01
9.995130324748341399e-01	6.000000000000000000e+00	2.525310674213037032e+01
9.995783034965713965e-01	6.000000000000000000e+00	2.483674407551858820e+01
9.996348258727452141e-01	5.000000000000000000e+00	2.439645820179732638e+01
9.996837722339831922e-01	5.000000000000000000e+00	2.393148096929806457e+01
9.997261580365736089e-01	4.000000000000000000e+00	2.344050801443740895e+01
9.997628626294338128e-01	4.000000000000000000e+00	2.292196568142610147e+01
9.997946474973542497e-01	4.000000000000000000e+00	2.237394642790842170e+01
9.998221720589961503e-01	3.000000000000000000e+00	2.179418308029672957e+01
9.998460073473940390e-01	3.000000000000000000e+00	2.118016642805434557e+01
9.998666478567836968e-01	3.000000000000000000e+00	2.052891286801713733e+01
9.998845218015310898e-01	3.000000000000000000e+00	1.983734391452539114e+01
9.999000000000000110e-01	3.000000000000000000e+00	1.910193268485791052e+01
