#lambda	number of discriminable inputs	dynamic_range
0.000000000000000000e+00	6.000000000000000000e+00	1.157060015949840803e+01
1.340356766399346533e-01	7.000000000000000000e+00	1.255191650238544021e+01
2.501057906675441256e-01	8.000000000000000000e+00	1.357098761943668919e+01
3.506183684237886844e-01	9.000000000000000000e+00	1.447224225855985935e+01
4.376586748096509272e-01	1.000000000000000000e+01	1.518906492744666181e+01
5.130324748341368313e-01	1.200000000000000000e+01	1.579229997468093671e+01
5.783034965714177744e-01	1.300000000000000000e+01	1.635342536492627374e+01
6.348258727451623340e-01	1.400000000000000000e+01	1.691572172576050548e+01
6.837722339831620033e-01	1.500000000000000000e+01	1.749894862984766775e+01
7.261580365735638143e-01	1.600000000000000000e+01	1.810772536309675829e+01
7.628626294338345382e-01	1.700000000000000000e+01	1.873851494871430390e+01
7.946474973542854148e-01	1.800000000000000000e+01	1.938348790620788620e+01
8.221720589961076797e-01	2.000000000000000000e+01	2.003282556287422267e+01
8.460073473940508126e-01	2.100000000000000000e+01	2.067541541547549855e+01
8.666478567836676250e-01	2.100000000000000000e+01	2.130012675179672499e+01
8.845218015310541970e-01	2.200000000000000000e+01	2.189647561866479464e+01
9.000000000000000222e-01	2.300000000000000000e+01	2.245613650446986753e+01
9.134035676639934431e-01	2.300000000000000000e+01	2.297392807004073134e+01
9.250105790667544348e-01	2.300000000000000000e+01	2.344857492915786068e+01
9.350618368423788684e-01	2.400000000000000000e+01	2.388246858087740776e+01
9.437658674809651371e-01	2.400000000000000000e+01	2.428065238065332920e+01
9.513032474834136609e-01	2.400000000000000000e+01	2.464905563515104703e+01
9.578303496571417552e-01	2.300000000000000000e+01	2.499374719638637288e+01
9.634825872745161890e-01	2.300000000000000000e+01	2.531937190753485822e+01
9.683772233983162225e-01	2.300000000000000000e+01	2.562952581044859457e+01
9.726158036573563370e-01	2.200000000000000000e+01	2.592592498893968056e+01
9.762862629433834982e-01	2.200000000000000000e+01	2.620916843815799169e+01
9.794647497354285193e-01	2.100000000000000000e+01	2.647879540152750977e+01
9.822172058996108124e-01	2.000000000000000000e+01	2.673354196312880759e+01
9.846007347394051257e-01	2.000000000000000000e+01	2.697162009072667388e+01
9.866647856783667958e-01	1.900000000000000000e+01	2.719096521716931036e+01
9.884521801531054308e-01	1.800000000000000000e+01	2.738943204881510951e+01
9.899999999999999911e-01	1.800000000000000000e+01	2.756491692508125979e+01
9.913403567663993110e-01	1.700000000000000000e+01	2.771558581081096406e+01
9.925010579066754213e-01	1.600000000000000000e+01	2.783968461218050194e+01
9.935061836842379313e-01	1.500000000000000000e+01	2.793608860568235031e+01
9.943765867480964804e-01	1.500000000000000000e+01	2.800358439234005914e+01
9.951303247483413994e-01	1.400000000000000000e+01	2.804156524682879592e+01
9.957830349657141866e-01	1.300000000000000000e+01	2.804974177520055889e+01
9.963482587274515856e-01	1.200000000000000000e+01	2.802801010954166117e+01
9.968377223398315889e-01	1.200000000000000000e+01	2.797647538347730389e+01
9.972615803657356448e-01	1.100000000000000000e+01	2.789554921428273815e+01
9.976286262943383498e-01	1.100000000000000000e+01	2.778563125837008485e+01
9.979464749735428297e-01	1.000000000000000000e+01	2.764727371175609960e+01
9.982217205899610590e-01	9.000000000000000000e+00	2.748096517151665097e+01
9.984600734739405015e-01	9.000000000000000000e+00	2.728734278369624988e+01
9.986664785678366352e-01	8.000000000000000000e+00	2.706662402227882680e+01
9.988452180153105653e-01	8.000000000000000000e+00	2.681926868656347906e+01
9.989999999999999991e-01	7.000000000000000000e+00	2.654535151782805968e+01
9.991340356766399422e-01	7.000000000000000000e+00	2.624491935856433855e+01
9.992501057906675310e-01	7.000000000000000000e+00	2.591785194305788309e+01
9.993506183684237598e-01	6.000000000000000000e+00	2.556382616609307945e+01
9.994376586748096036e-01	6.000000000000000000e+00	2.518255843897495083e+01
9.995130324748341399e-01	5.000000000000000000e+00	2.477361299886140600e+01
9.995783034965713965e-01	5.000000000000000000e+00	2.433642968573298049e+01
9.996348258727452141e-01	5.000000000000000000e+00	2.387051262150907860e+01
9.996837722339831922e-01	4.000000000000000000e+00	2.337535104454423873e+01
9.997261580365736089e-01	4.000000000000000000e+00	2.285058524015491699e+01
9.997628626294338128e-01	4.000000000000000000e+00	2.229568079544322146e+01
9.997946474973542497e-01	4.000000000000000000e+00	2.171040513951953699e+01
9.998221720589961503e-01	3.000000000000000000e+00	2.109432139997900180e+01
9.998460073473940390e-01	3.000000000000000000e+00	2.044713905228435635e+01
9.998666478567836968e-01	3.000000000000000000e+00	1.976826172218897426e+01
9.998845218015310898e-01	3.000000000000000000e+00	1.905698841255962961e+01
9.999000000000000110e-01	2.000000000000000000e+00	1.831196461916358231e+01
