#lambda	number of discriminable inputs	dynamic_range
0.000000000000000000e+00	7.000000000000000000e+00	1.238683182747595701e+01
1.340356766399346533e-01	7.000000000000000000e+00	1.306809727100507246e+01
2.501057906675441256e-01	8.000000000000000000e+00	1.387567427006262122e+01
3.506183684237886844e-01	1.000000000000000000e+01	1.471216518425620556e+01
4.376586748096509272e-01	1.100000000000000000e+01	1.548782769587232266e+01
5.130324748341368313e-01	1.200000000000000000e+01	1.619901526717439921e+01
5.783034965714177744e-01	1.300000000000000000e+01	1.688112078231295854e+01
6.348258727451623340e-01	1.500000000000000000e+01	1.756260471412971924e+01
6.837722339831620033e-01	1.600000000000000000e+01	1.825449628752918230e+01
7.261580365735638143e-01	1.700000000000000000e+01	1.895362900578407661e+01
7.628626294338345382e-01	1.900000000000000000e+01	1.964749710649348913e+01
7.946474973542854148e-01	2.000000000000000000e+01	2.031948661445792226e+01
8.221720589961076797e-01	2.200000000000000000e+01	2.095420328891849948e+01
8.460073473940508126e-01	2.300000000000000000e+01	2.154149850845224279e+01
8.666478567836676250e-01	2.400000000000000000e+01	2.207884144950234173e+01
8.845218015310541970e-01	2.500000000000000000e+01	2.257055121490176219e+01
9.000000000000000222e-01	2.600000000000000000e+01	2.302498403019022177e+01
9.134035676639934431e-01	2.700000000000000000e+01	2.345152570893659671e+01
9.250105790667544348e-01	2.800000000000000000e+01	2.385824448444264689e+01
9.350618368423788684e-01	2.900000000000000000e+01	2.425113778121573915e+01
9.437658674809651371e-01	2.900000000000000000e+01	2.463367259566676992e+01
9.513032474834136609e-01	3.000000000000000000e+01	2.500730437057217870e+01
9.578303496571417552e-01	3.000000000000000000e+01	2.537205256630151240e+01
9.634825872745161890e-01	3.000000000000000000e+01	2.572675948621888864e+01
9.683772233983162225e-01	3.000000000000000000e+01	2.606976330052814461e+01
9.726158036573563370e-01	2.900000000000000000e+01	2.639920083418451213e+01
9.762862629433834982e-01	2.900000000000000000e+01	2.671310769110018413e+01
9.794647497354285193e-01	2.800000000000000000e+01	2.700969087876855212e+01
9.822172058996108124e-01	2.700000000000000000e+01	2.728735464622472762e+01
9.846007347394051257e-01	2.600000000000000000e+01	2.754449064845373130e+01
9.866647856783667958e-01	2.500000000000000000e+01	2.777974710969898098e+01
9.884521801531054308e-01	2.400000000000000000e+01	2.799172063201334737e+01
9.899999999999999911e-01	2.300000000000000000e+01	2.817903427573562070e+01
9.913403567663993110e-01	2.200000000000000000e+01	2.834015829458823532e+01
9.925010579066754213e-01	2.100000000000000000e+01	2.847359256720786291e+01
9.935061836842379313e-01	2.000000000000000000e+01	2.857778170608517598e+01
9.943765867480964804e-01	1.900000000000000000e+01	2.865096515426575863e+01
9.951303247483413994e-01	1.800000000000000000e+01	2.869159890339659569e+01
9.957830349657141866e-01	1.700000000000000000e+01	2.869809211585970132e+01
9.963482587274515856e-01	1.600000000000000000e+01	2.866916617032655523e+01
9.968377223398315889e-01	1.500000000000000000e+01	2.860368302033487709e+01
9.972615803657356448e-01	1.400000000000000000e+01	2.850085862980538565e+01
9.976286262943383498e-01	1.300000000000000000e+01	2.836039221239762753e+01
9.979464749735428297e-01	1.200000000000000000e+01	2.818252819747035787e+01
9.982217205899610590e-01	1.200000000000000000e+01	2.796813196137060586e+01
9.984600734739405015e-01	1.100000000000000000e+01	2.771874248523473483e+01
9.986664785678366352e-01	1.000000000000000000e+01	2.743659622462139325e+01
9.988452180153105653e-01	9.000000000000000000e+00	2.712440497157801644e+01
9.989999999999999991e-01	9.000000000000000000e+00	2.678559994761566898e+01
9.991340356766399422e-01	8.000000000000000000e+00	2.642376183464489259e+01
9.992501057906675310e-01	7.000000000000000000e+00	2.604268155296527709e+01
9.993506183684237598e-01	7.000000000000000000e+00	2.564587773250067215e+01
9.994376586748096036e-01	6.000000000000000000e+00	2.523658649443376589e+01
9.995130324748341399e-01	6.000000000000000000e+00	2.481747149553871168e+01
9.995783034965713965e-01	6.000000000000000000e+00	2.439032884619380326e+01
9.996348258727452141e-01	5.000000000000000000e+00	2.395642282892628927e+01
9.996837722339831922e-01	5.000000000000000000e+00	2.351595423726121226e+01
9.997261580365736089e-01	4.000000000000000000e+00	2.306845604601098998e+01
9.997628626294338128e-01	4.000000000000000000e+00	2.261270347087691590e+01
9.997946474973542497e-01	4.000000000000000000e+00	2.214672874296604022e+01
9.998221720589961503e-01	3.000000000000000000e+00	2.166794305389391084e+01
9.998460073473940390e-01	3.000000000000000000e+00	2.117299427436153181e+01
9.998666478567836968e-01	3.000000000000000000e+00	2.065790929967713296e+01
9.998845218015310898e-01	3.000000000000000000e+00	2.011773247678551968e+01
9.999000000000000110e-01	3.000000000000000000e+00	1.954665891338858330e+01
