#lambda	number of discriminable inputs	dynamic_range
0.000000000000000000e+00	7.000000000000000000e+00	1.247186239812060116e+01
1.340356766399346533e-01	8.000000000000000000e+00	1.318536277856695449e+01
2.501057906675441256e-01	9.000000000000000000e+00	1.393418099729884574e+01
3.506183684237886844e-01	1.000000000000000000e+01	1.465198274695126024e+01
4.376586748096509272e-01	1.100000000000000000e+01	1.531132210044947151e+01
5.130324748341368313e-01	1.200000000000000000e+01	1.595277581360946684e+01
5.783034965714177744e-01	1.300000000000000000e+01	1.659546287731419412e+01
6.348258727451623340e-01	1.500000000000000000e+01	1.723220547654370804e+01
6.837722339831620033e-01	1.600000000000000000e+01	1.785844290622107167e+01
7.261580365735638143e-01	1.700000000000000000e+01	1.847630115232238879e+01
7.628626294338345382e-01	1.900000000000000000e+01	1.909104736518681733e+01
7.946474973542854148e-01	2.000000000000000000e+01	1.970721343550689397e+01
8.221720589961076797e-01	2.200000000000000000e+01	2.032663656412979947e+01
8.460073473940508126e-01	2.300000000000000000e+01	2.094764040794157722e+01
8.666478567836676250e-01	2.400000000000000000e+01	2.156550166212169728e+01
8.845218015310541970e-01	2.500000000000000000e+01	2.217350577001560552e+01
9.000000000000000222e-01	2.700000000000000000e+01	2.276422017273072385e+01
9.134035676639934431e-01	2.800000000000000000e+01	2.333032899541499816e+01
9.250105790667544348e-01	2.900000000000000000e+01	2.386592648511734183e+01
9.350618368423788684e-01	3.000000000000000000e+01	2.436736958529440500e+01
9.437658674809651371e-01	3.100000000000000000e+01	2.483347565174964799e+01
9.513032474834136609e-01	3.100000000000000000e+01	2.526539568465550900e+01
9.578303496571417552e-01	3.200000000000000000e+01	2.566609216591139031e+01
9.634825872745161890e-01	3.300000000000000000e+01	2.603926342597183208e+01
9.683772233983162225e-01	3.300000000000000000e+01	2.638896928963786692e+01
9.726158036573563370e-01	3.400000000000000000e+01	2.671896887402305509e+01
9.762862629433834982e-01	3.400000000000000000e+01	2.703250350990313322e+01
9.794647497354285193e-01	3.400000000000000000e+01	2.733207222847765649e+01
9.822172058996108124e-01	3.500000000000000000e+01	2.761958094989689982e+01
9.846007347394051257e-01	3.500000000000000000e+01	2.789627703706817030e+01
9.866647856783667958e-01	3.500000000000000000e+01	2.816286281624094556e+01
9.884521801531054308e-01	3.500000000000000000e+01	2.841946763697419698e+01
9.899999999999999911e-01	3.500000000000000000e+01	2.866576916009100984e+01
9.913403567663993110e-01	3.500000000000000000e+01	2.890118108655784113e+01
9.925010579066754213e-01	3.500000000000000000e+01	2.912455463950788470e+01
9.935061836842379313e-01	3.500000000000000000e+01	2.933442687769650448e+01
9.943765867480964804e-01	3.500000000000000000e+01	2.952913856212552091e+01
9.951303247483413994e-01	3.400000000000000000e+01	2.970685439885574652e+01
9.957830349657141866e-01	3.400000000000000000e+01	2.986551233545702289e+01
9.963482587274515856e-01	3.300000000000000000e+01	3.000300543414162036e+01
9.968377223398315889e-01	3.200000000000000000e+01	3.011703066730815337e+01
9.972615803657356448e-01	3.100000000000000000e+01	3.020527334516737383e+01
9.976286262943383498e-01	3.000000000000000000e+01	3.026577366990143148e+01
9.979464749735428297e-01	2.800000000000000000e+01	3.029606312735047879e+01
9.982217205899610590e-01	2.700000000000000000e+01	3.029504859763954272e+01
9.984600734739405015e-01	2.600000000000000000e+01	3.026050716752360614e+01
9.986664785678366352e-01	2.400000000000000000e+01	3.019254275247207886e+01
9.988452180153105653e-01	2.300000000000000000e+01	3.008970124758568687e+01
9.989999999999999991e-01	2.100000000000000000e+01	2.995083899636060565e+01
9.991340356766399422e-01	2.000000000000000000e+01	2.977873098293881071e+01
9.992501057906675310e-01	1.800000000000000000e+01	2.957218422062414120e+01
9.993506183684237598e-01	1.700000000000000000e+01	2.933532778688516274e+01
9.994376586748096036e-01	1.600000000000000000e+01	2.906440353646124919e+01
9.995130324748341399e-01	1.400000000000000000e+01	2.875991572976323241e+01
9.995783034965713965e-01	1.300000000000000000e+01	2.842891172954782064e+01
9.996348258727452141e-01	1.200000000000000000e+01	2.806892030309021990e+01
9.996837722339831922e-01	1.100000000000000000e+01	2.768590555720434665e+01
9.997261580365736089e-01	1.000000000000000000e+01	2.727031752671940623e+01
9.997628626294338128e-01	9.000000000000000000e+00	2.683302304305616914e+01
9.997946474973542497e-01	8.000000000000000000e+00	2.637248397989053927e+01
9.998221720589961503e-01	8.000000000000000000e+00	2.588919291715874493e+01
9.998460073473940390e-01	7.000000000000000000e+00	2.538694471929414220e+01
9.998666478567836968e-01	6.000000000000000000e+00	2.486230502520950836e+01
9.998845218015310898e-01	6.000000000000000000e+00	2.431121294266326416e+01
9.999000000000000110e-01	5.000000000000000000e+00	2.374850505548291579e+01
