#lambda	number of discriminable inputs	dynamic_range
0.000000000000000000e+00	1.168966803702915236e+01	6.000000000000000000e+00
1.340356766399346533e-01	1.240399803964009706e+01	7.000000000000000000e+00
2.501057906675441256e-01	1.313575644041560508e+01	8.000000000000000000e+00
3.506183684237886844e-01	1.387702319764878567e+01	9.000000000000000000e+00
4.376586748096509272e-01	1.461337048555372498e+01	1.100000000000000000e+01
5.130324748341368313e-01	1.533105412506683862e+01	1.200000000000000000e+01
5.783034965714177744e-01	1.602280637256685480e+01	1.300000000000000000e+01
6.348258727451623340e-01	1.668893469502421922e+01	1.400000000000000000e+01
6.837722339831620033e-01	1.733459034932081977e+01	1.600000000000000000e+01
7.261580365735638143e-01	1.796595687045887146e+01	1.700000000000000000e+01
7.628626294338345382e-01	1.858734006046329768e+01	1.900000000000000000e+01
7.946474973542854148e-01	1.920017497629056180e+01	2.000000000000000000e+01
8.221720589961076797e-01	1.980306392531527493e+01	2.100000000000000000e+01
8.460073473940508126e-01	2.039291830733167998e+01	2.300000000000000000e+01
8.666478567836676250e-01	2.096651003682534053e+01	2.400000000000000000e+01
8.845218015310541970e-01	2.152153073849806120e+01	2.500000000000000000e+01
9.000000000000000222e-01	2.205724720803383576e+01	2.600000000000000000e+01
9.134035676639934431e-01	2.257418223644783950e+01	2.700000000000000000e+01
9.250105790667544348e-01	2.307384632073886976e+01	2.800000000000000000e+01
9.350618368423788684e-01	2.355786371437811866e+01	2.900000000000000000e+01
9.437658674809651371e-01	2.402782697003526380e+01	3.000000000000000000e+01
9.513032474834136609e-01	2.448475801193900736e+01	3.100000000000000000e+01
9.578303496571417552e-01	2.492910994126583546e+01	3.200000000000000000e+01
9.634825872745161890e-01	2.536074754958152511e+01	3.200000000000000000e+01
9.683772233983162225e-01	2.577901913042679993e+01	3.300000000000000000e+01
9.726158036573563370e-01	2.618282762024504251e+01	3.300000000000000000e+01
9.762862629433834982e-01	2.657074611312207679e+01	3.300000000000000000e+01
9.794647497354285193e-01	2.694113685653381296e+01	3.400000000000000000e+01
9.822172058996108124e-01	2.729228266438408212e+01	3.400000000000000000e+01
9.846007347394051257e-01	2.762235290478008309e+01	3.400000000000000000e+01
9.866647856783667958e-01	2.792961423523323461e+01	3.300000000000000000e+01
9.884521801531054308e-01	2.821223435528273882e+01	3.300000000000000000e+01
9.899999999999999911e-01	2.846838051714629358e+01	3.200000000000000000e+01
9.913403567663993110e-01	2.869648164180945571e+01	3.200000000000000000e+01
9.925010579066754213e-01	2.889484429184602021e+01	3.100000000000000000e+01
9.935061836842379313e-01	2.906197389531388708e+01	3.000000000000000000e+01
9.943765867480964804e-01	2.919662156618743865e+01	2.900000000000000000e+01
9.951303247483413994e-01	2.929789880448647921e+01	2.700000000000000000e+01
9.957830349657141866e-01	2.936506147274837630e+01	2.600000000000000000e+01
9.963482587274515856e-01	2.939793287912056741e+01	2.400000000000000000e+01
9.968377223398315889e-01	2.939669982630879730e+01	2.300000000000000000e+01
9.972615803657356448e-01	2.936198077833436315e+01	2.200000000000000000e+01
9.976286262943383498e-01	2.929458507169623971e+01	2.000000000000000000e+01
9.979464749735428297e-01	2.919578021734646711e+01	1.900000000000000000e+01
9.982217205899610590e-01	2.906692913151371727e+01	1.800000000000000000e+01
9.984600734739405015e-01	2.890973791936599113e+01	1.600000000000000000e+01
9.986664785678366352e-01	2.872571506470306346e+01	1.500000000000000000e+01
9.988452180153105653e-01	2.851653883293342062e+01	1.400000000000000000e+01
9.989999999999999991e-01	2.828395457267415480e+01	1.300000000000000000e+01
9.991340356766399422e-01	2.802939734293210705e+01	1.200000000000000000e+01
9.992501057906675310e-01	2.775444914799317431e+01	1.100000000000000000e+01
9.993506183684237598e-01	2.746021068429587686e+01	1.000000000000000000e+01
9.994376586748096036e-01	2.714771927667449702e+01	1.000000000000000000e+01
9.995130324748341399e-01	2.681774747806369419e+01	9.000000000000000000e+00
9.995783034965713965e-01	2.647058676851570169e+01	8.000000000000000000e+00
9.996348258727452141e-01	2.610648613526789319e+01	8.000000000000000000e+00
9.996837722339831922e-01	2.572499925281757527e+01	7.000000000000000000e+00
9.997261580365736089e-01	2.532540580628435123e+01	6.000000000000000000e+00
9.997628626294338128e-01	2.490660871987504876e+01	6.000000000000000000e+00
9.997946474973542497e-01	2.446694569632999361e+01	5.000000000000000000e+00
9.998221720589961503e-01	2.400456565998828395e+01	5.000000000000000000e+00
9.998460073473940390e-01	2.351711133128748799e+01	5.000000000000000000e+00
9.998666478567836968e-01	2.300189699647717134e+01	4.000000000000000000e+00
9.998845218015310898e-01	2.245602949141751381e+01	4.000000000000000000e+00
9.999000000000000110e-01	2.187651397349183924e+01	4.000000000000000000e+00
