#lambda	number of discriminable inputs	dynamic_range
0.000000000000000000e+00	1.174001406874427111e+01	6.000000000000000000e+00
1.340356766399346533e-01	1.253522653132433007e+01	7.000000000000000000e+00
2.501057906675441256e-01	1.332293186333662760e+01	8.000000000000000000e+00
3.506183684237886844e-01	1.410557586702887001e+01	9.000000000000000000e+00
4.376586748096509272e-01	1.488276969639600544e+01	1.000000000000000000e+01
5.130324748341368313e-01	1.565041083834178082e+01	1.100000000000000000e+01
5.783034965714177744e-01	1.640048773959157558e+01	1.200000000000000000e+01
6.348258727451623340e-01	1.712539700798725306e+01	1.400000000000000000e+01
6.837722339831620033e-01	1.782062986864402632e+01	1.500000000000000000e+01
7.261580365735638143e-01	1.848485259349071441e+01	1.600000000000000000e+01
7.628626294338345382e-01	1.911868644891492863e+01	1.700000000000000000e+01
7.946474973542854148e-01	1.972379954546335057e+01	1.800000000000000000e+01
8.221720589961076797e-01	2.030249075951521576e+01	1.900000000000000000e+01
8.460073473940508126e-01	2.085717486205421523e+01	2.000000000000000000e+01
8.666478567836676250e-01	2.139046437128202172e+01	2.000000000000000000e+01
8.845218015310541970e-01	2.190457995059346885e+01	2.100000000000000000e+01
9.000000000000000222e-01	2.240134186105735026e+01	2.100000000000000000e+01
9.134035676639934431e-01	2.288203760075663951e+01	2.200000000000000000e+01
9.250105790667544348e-01	2.334697305206427487e+01	2.200000000000000000e+01
9.350618368423788684e-01	2.379600184555657449e+01	2.200000000000000000e+01
9.437658674809651371e-01	2.422835277817938859e+01	2.200000000000000000e+01
9.513032474834136609e-01	2.464297524895848213e+01	2.200000000000000000e+01
9.578303496571417552e-01	2.503841177738195256e+01	2.200000000000000000e+01
9.634825872745161890e-01	2.541335177980703008e+01	2.100000000000000000e+01
9.683772233983162225e-01	2.576627089470136056e+01	2.100000000000000000e+01
9.726158036573563370e-01	2.609589461752213424e+01	2.100000000000000000e+01
9.762862629433834982e-01	2.640109281638163807e+01	2.000000000000000000e+01
9.794647497354285193e-01	2.668093418260108507e+01	2.000000000000000000e+01
9.822172058996108124e-01	2.693475034905253196e+01	1.900000000000000000e+01
9.846007347394051257e-01	2.716203863727318790e+01	1.900000000000000000e+01
9.866647856783667958e-01	2.736244621430707369e+01	1.800000000000000000e+01
9.884521801531054308e-01	2.753579196594090561e+01	1.700000000000000000e+01
9.899999999999999911e-01	2.768199545563378194e+01	1.700000000000000000e+01
9.913403567663993110e-01	2.780104069171509096e+01	1.600000000000000000e+01
9.925010579066754213e-01	2.789297485373700880e+01	1.500000000000000000e+01
9.935061836842379313e-01	2.795790133595883376e+01	1.500000000000000000e+01
9.943765867480964804e-01	2.799578150400262189e+01	1.400000000000000000e+01
9.951303247483413994e-01	2.800668628702038276e+01	1.400000000000000000e+01
9.957830349657141866e-01	2.799061758081634110e+01	1.300000000000000000e+01
9.963482587274515856e-01	2.794756905406623559e+01	1.200000000000000000e+01
9.968377223398315889e-01	2.787739822515288068e+01	1.200000000000000000e+01
9.972615803657356448e-01	2.778007594883137443e+01	1.100000000000000000e+01
9.976286262943383498e-01	2.765549202927321559e+01	1.100000000000000000e+01
9.979464749735428297e-01	2.750352996528427596e+01	1.000000000000000000e+01
9.982217205899610590e-01	2.732407571681875424e+01	9.000000000000000000e+00
9.984600734739405015e-01	2.711706757080025909e+01	9.000000000000000000e+00
9.986664785678366352e-01	2.688245801656579204e+01	8.000000000000000000e+00
9.988452180153105653e-01	2.662031264571307076e+01	8.000000000000000000e+00
9.989999999999999991e-01	2.633084542552243335e+01	7.000000000000000000e+00
9.991340356766399422e-01	2.601434395625602036e+01	7.000000000000000000e+00
9.992501057906675310e-01	2.567143641133600696e+01	7.000000000000000000e+00
9.993506183684237598e-01	2.530278400300115749e+01	6.000000000000000000e+00
9.994376586748096036e-01	2.490941897749348044e+01	6.000000000000000000e+00
9.995130324748341399e-01	2.449238880845415522e+01	5.000000000000000000e+00
9.995783034965713965e-01	2.405297313104333057e+01	5.000000000000000000e+00
9.996348258727452141e-01	2.359239347929273123e+01	5.000000000000000000e+00
9.996837722339831922e-01	2.311177880733934487e+01	4.000000000000000000e+00
9.997261580365736089e-01	2.261224941261344767e+01	4.000000000000000000e+00
9.997628626294338128e-01	2.209439989440548757e+01	4.000000000000000000e+00
9.997946474973542497e-01	2.155861975800631214e+01	4.000000000000000000e+00
9.998221720589961503e-01	2.100472477930924953e+01	3.000000000000000000e+00
9.998460073473940390e-01	2.043196391991237704e+01	3.000000000000000000e+00
9.998666478567836968e-01	1.983898573897577222e+01	3.000000000000000000e+00
9.998845218015310898e-01	1.922383997269115596e+01	3.000000000000000000e+00
9.999000000000000110e-01	1.858356427314626913e+01	2.000000000000000000e+00
