#lambda	number of discriminable inputs	dynamic_range
0.000000000000000000e+00	1.195102181287173337e+01	6.000000000000000000e+00
1.340356766399346533e-01	1.278050083672058967e+01	7.000000000000000000e+00
2.501057906675441256e-01	1.355367194857858593e+01	8.000000000000000000e+00
3.506183684237886844e-01	1.426830213512405976e+01	9.000000000000000000e+00
4.376586748096509272e-01	1.494696851813790417e+01	1.100000000000000000e+01
5.130324748341368313e-01	1.562680143866468541e+01	1.200000000000000000e+01
5.783034965714177744e-01	1.631577445185882524e+01	1.300000000000000000e+01
6.348258727451623340e-01	1.700551724050341207e+01	1.400000000000000000e+01
6.837722339831620033e-01	1.768964203075683983e+01	1.600000000000000000e+01
7.261580365735638143e-01	1.836519828077463501e+01	1.700000000000000000e+01
7.628626294338345382e-01	1.902988394736584965e+01	1.900000000000000000e+01
7.946474973542854148e-01	1.968115443352189331e+01	2.000000000000000000e+01
8.221720589961076797e-01	2.031586477523939749e+01	2.100000000000000000e+01
8.460073473940508126e-01	2.093073511518574747e+01	2.300000000000000000e+01
8.666478567836676250e-01	2.152300759231387062e+01	2.400000000000000000e+01
8.845218015310541970e-01	2.209069396361543980e+01	2.500000000000000000e+01
9.000000000000000222e-01	2.263296508236319227e+01	2.600000000000000000e+01
9.134035676639934431e-01	2.315006888429053333e+01	2.700000000000000000e+01
9.250105790667544348e-01	2.364297550599166797e+01	2.900000000000000000e+01
9.350618368423788684e-01	2.411341337890716829e+01	2.900000000000000000e+01
9.437658674809651371e-01	2.456325718922124679e+01	3.000000000000000000e+01
9.513032474834136609e-01	2.499443313527348920e+01	3.100000000000000000e+01
9.578303496571417552e-01	2.540867258254864680e+01	3.200000000000000000e+01
9.634825872745161890e-01	2.580736481900409984e+01	3.300000000000000000e+01
9.683772233983162225e-01	2.619158725755312034e+01	3.300000000000000000e+01
9.726158036573563370e-01	2.656209191830328820e+01	3.400000000000000000e+01
9.762862629433834982e-01	2.691920862844904505e+01	3.400000000000000000e+01
9.794647497354285193e-01	2.726302898398461849e+01	3.400000000000000000e+01
9.822172058996108124e-01	2.759350928247790691e+01	3.500000000000000000e+01
9.846007347394051257e-01	2.791035654870611893e+01	3.500000000000000000e+01
9.866647856783667958e-01	2.821317654915927875e+01	3.500000000000000000e+01
9.884521801531054308e-01	2.850152613535333757e+01	3.500000000000000000e+01
9.899999999999999911e-01	2.877489486438156163e+01	3.600000000000000000e+01
9.913403567663993110e-01	2.903278955941149775e+01	3.600000000000000000e+01
9.925010579066754213e-01	2.927469725387156885e+01	3.600000000000000000e+01
9.935061836842379313e-01	2.949998588648740139e+01	3.600000000000000000e+01
9.943765867480964804e-01	2.970804563253069119e+01	3.500000000000000000e+01
9.951303247483413994e-01	2.989821149149378954e+01	3.500000000000000000e+01
9.957830349657141866e-01	3.006971782501963020e+01	3.500000000000000000e+01
9.963482587274515856e-01	3.022157699680905552e+01	3.400000000000000000e+01
9.968377223398315889e-01	3.035260661150936556e+01	3.300000000000000000e+01
9.972615803657356448e-01	3.046163671635926917e+01	3.200000000000000000e+01
9.976286262943383498e-01	3.054697379309802230e+01	3.100000000000000000e+01
9.979464749735428297e-01	3.060709668320779997e+01	3.000000000000000000e+01
9.982217205899610590e-01	3.064019167895470375e+01	2.900000000000000000e+01
9.984600734739405015e-01	3.064459183602756909e+01	2.800000000000000000e+01
9.986664785678366352e-01	3.061857458805622301e+01	2.600000000000000000e+01
9.988452180153105653e-01	3.056084307525497223e+01	2.400000000000000000e+01
9.989999999999999991e-01	3.047022428467310817e+01	2.300000000000000000e+01
9.991340356766399422e-01	3.034604567147004772e+01	2.100000000000000000e+01
9.992501057906675310e-01	3.018779810346391912e+01	2.000000000000000000e+01
9.993506183684237598e-01	2.999549166051266269e+01	1.900000000000000000e+01
9.994376586748096036e-01	2.976946839623981589e+01	1.700000000000000000e+01
9.995130324748341399e-01	2.951006899747225987e+01	1.600000000000000000e+01
9.995783034965713965e-01	2.921820024631841051e+01	1.500000000000000000e+01
9.996348258727452141e-01	2.889475659270167540e+01	1.400000000000000000e+01
9.996837722339831922e-01	2.854084387003197065e+01	1.300000000000000000e+01
9.997261580365736089e-01	2.815787700803220872e+01	1.200000000000000000e+01
9.997628626294338128e-01	2.774720269688238261e+01	1.100000000000000000e+01
9.997946474973542497e-01	2.731068141731611121e+01	1.000000000000000000e+01
9.998221720589961503e-01	2.685010681869789195e+01	9.000000000000000000e+00
9.998460073473940390e-01	2.636755496960998357e+01	8.000000000000000000e+00
9.998666478567836968e-01	2.586534671017624021e+01	7.000000000000000000e+00
9.998845218015310898e-01	2.534554082652315188e+01	7.000000000000000000e+00
9.999000000000000110e-01	2.481052127454406175e+01	6.000000000000000000e+00
