#lambda	number of discriminable inputs	dynamic_range
0.000000000000000000e+00	1.174933876839780922e+01	6.000000000000000000e+00
1.340356766399346533e-01	1.248554799704386653e+01	7.000000000000000000e+00
2.501057906675441256e-01	1.329578105359935591e+01	8.000000000000000000e+00
3.506183684237886844e-01	1.412959691133579732e+01	9.000000000000000000e+00
4.376586748096509272e-01	1.494915086775231572e+01	1.000000000000000000e+01
5.130324748341368313e-01	1.573173534115964145e+01	1.100000000000000000e+01
5.783034965714177744e-01	1.647007593875152054e+01	1.300000000000000000e+01
6.348258727451623340e-01	1.716779956588516853e+01	1.400000000000000000e+01
6.837722339831620033e-01	1.783286267884432874e+01	1.500000000000000000e+01
7.261580365735638143e-01	1.847285980367069058e+01	1.600000000000000000e+01
7.628626294338345382e-01	1.909295422938787112e+01	1.700000000000000000e+01
7.946474973542854148e-01	1.969562849008487149e+01	1.800000000000000000e+01
8.221720589961076797e-01	2.028140885734600474e+01	1.900000000000000000e+01
8.460073473940508126e-01	2.084964176635094191e+01	2.000000000000000000e+01
8.666478567836676250e-01	2.139902119524451507e+01	2.100000000000000000e+01
8.845218015310541970e-01	2.192839295573648783e+01	2.200000000000000000e+01
9.000000000000000222e-01	2.243687248825802527e+01	2.200000000000000000e+01
9.134035676639934431e-01	2.292417353996916773e+01	2.200000000000000000e+01
9.250105790667544348e-01	2.339017293440728906e+01	2.300000000000000000e+01
9.350618368423788684e-01	2.383518850878109774e+01	2.300000000000000000e+01
9.437658674809651371e-01	2.425965771580402475e+01	2.300000000000000000e+01
9.513032474834136609e-01	2.466393999128895231e+01	2.200000000000000000e+01
9.578303496571417552e-01	2.504836470981611285e+01	2.200000000000000000e+01
9.634825872745161890e-01	2.541284523892785785e+01	2.200000000000000000e+01
9.683772233983162225e-01	2.575704855037952257e+01	2.100000000000000000e+01
9.726158036573563370e-01	2.608054122313397727e+01	2.100000000000000000e+01
9.762862629433834982e-01	2.638235950406334496e+01	2.100000000000000000e+01
9.794647497354285193e-01	2.666148429347386184e+01	2.000000000000000000e+01
9.822172058996108124e-01	2.691681024551108692e+01	2.000000000000000000e+01
9.846007347394051257e-01	2.714713488498808758e+01	1.900000000000000000e+01
9.866647856783667958e-01	2.735136981315903526e+01	1.800000000000000000e+01
9.884521801531054308e-01	2.752855873356032745e+01	1.800000000000000000e+01
9.899999999999999911e-01	2.767795183598206421e+01	1.700000000000000000e+01
9.913403567663993110e-01	2.779890013596516951e+01	1.700000000000000000e+01
9.925010579066754213e-01	2.789130737911865765e+01	1.600000000000000000e+01
9.935061836842379313e-01	2.795492609757558711e+01	1.500000000000000000e+01
9.943765867480964804e-01	2.799010398044711323e+01	1.500000000000000000e+01
9.951303247483413994e-01	2.799710256363218974e+01	1.400000000000000000e+01
9.957830349657141866e-01	2.797640317910116181e+01	1.300000000000000000e+01
9.963482587274515856e-01	2.792864228165917950e+01	1.300000000000000000e+01
9.968377223398315889e-01	2.785434992210213068e+01	1.200000000000000000e+01
9.972615803657356448e-01	2.775412460871496734e+01	1.100000000000000000e+01
9.976286262943383498e-01	2.762845965042403407e+01	1.100000000000000000e+01
9.979464749735428297e-01	2.747792567126229457e+01	1.000000000000000000e+01
9.982217205899610590e-01	2.730285257765956786e+01	9.000000000000000000e+00
9.984600734739405015e-01	2.710367709329609198e+01	9.000000000000000000e+00
9.986664785678366352e-01	2.688069618290406382e+01	8.000000000000000000e+00
9.988452180153105653e-01	2.663406157076937930e+01	8.000000000000000000e+00
9.989999999999999991e-01	2.636418485823761060e+01	7.000000000000000000e+00
9.991340356766399422e-01	2.607099003794796843e+01	7.000000000000000000e+00
9.992501057906675310e-01	2.575474820917736452e+01	7.000000000000000000e+00
9.993506183684237598e-01	2.541538463851102847e+01	6.000000000000000000e+00
9.994376586748096036e-01	2.505294614048600721e+01	6.000000000000000000e+00
9.995130324748341399e-01	2.466718069411840020e+01	5.000000000000000000e+00
9.995783034965713965e-01	2.425779160096496057e+01	5.000000000000000000e+00
9.996348258727452141e-01	2.382424373440052534e+01	5.000000000000000000e+00
9.996837722339831922e-01	2.336580466788232258e+01	4.000000000000000000e+00
9.997261580365736089e-01	2.288158589104906682e+01	4.000000000000000000e+00
9.997628626294338128e-01	2.237020740795423279e+01	4.000000000000000000e+00
9.997946474973542497e-01	2.183010947916879019e+01	4.000000000000000000e+00
9.998221720589961503e-01	2.125922624206613065e+01	3.000000000000000000e+00
9.998460073473940390e-01	2.065519846805049298e+01	3.000000000000000000e+00
9.998666478567836968e-01	2.001506229977056961e+01	3.000000000000000000e+00
9.998845218015310898e-01	1.933511950974362037e+01	3.000000000000000000e+00
9.999000000000000110e-01	1.861113368209004193e+01	2.000000000000000000e+00
