#lambda	number of discriminable inputs	dynamic_range
0.000000000000000000e+00	6.000000000000000000e+00	1.162611518052106518e+01
1.340356766399346533e-01	7.000000000000000000e+00	1.259523924444369491e+01
2.501057906675441256e-01	8.000000000000000000e+00	1.353632714602380815e+01
3.506183684237886844e-01	9.000000000000000000e+00	1.443581361328705448e+01
4.376586748096509272e-01	1.000000000000000000e+01	1.527512397618584039e+01
5.130324748341368313e-01	1.200000000000000000e+01	1.604488540447295009e+01
5.783034965714177744e-01	1.300000000000000000e+01	1.675530446685403874e+01
6.348258727451623340e-01	1.400000000000000000e+01	1.742556760093845369e+01
6.837722339831620033e-01	1.500000000000000000e+01	1.806986482813032779e+01
7.261580365735638143e-01	1.700000000000000000e+01	1.869547782459265761e+01
7.628626294338345382e-01	1.800000000000000000e+01	1.930554902184058363e+01
7.946474973542854148e-01	1.900000000000000000e+01	1.990044383316185872e+01
8.221720589961076797e-01	2.000000000000000000e+01	2.047795837726729573e+01
8.460073473940508126e-01	2.100000000000000000e+01	2.103436632077068325e+01
8.666478567836676250e-01	2.200000000000000000e+01	2.156607416443335978e+01
8.845218015310541970e-01	2.300000000000000000e+01	2.207120290990864220e+01
9.000000000000000222e-01	2.400000000000000000e+01	2.254976886344196174e+01
9.134035676639934431e-01	2.400000000000000000e+01	2.300343316933939875e+01
9.250105790667544348e-01	2.500000000000000000e+01	2.343476251257974852e+01
9.350618368423788684e-01	2.500000000000000000e+01	2.384635990908660830e+01
9.437658674809651371e-01	2.500000000000000000e+01	2.424026102354582690e+01
9.513032474834136609e-01	2.500000000000000000e+01	2.461799158925543907e+01
9.578303496571417552e-01	2.500000000000000000e+01	2.498014943357027917e+01
9.634825872745161890e-01	2.400000000000000000e+01	2.532698888465025533e+01
9.683772233983162225e-01	2.400000000000000000e+01	2.565797124408213037e+01
9.726158036573563370e-01	2.300000000000000000e+01	2.597238208580380459e+01
9.762862629433834982e-01	2.300000000000000000e+01	2.626928026340542033e+01
9.794647497354285193e-01	2.200000000000000000e+01	2.654754218354738526e+01
9.822172058996108124e-01	2.100000000000000000e+01	2.680603985608249218e+01
9.846007347394051257e-01	2.000000000000000000e+01	2.704359772766024150e+01
9.866647856783667958e-01	2.000000000000000000e+01	2.725909303149770224e+01
9.884521801531054308e-01	1.900000000000000000e+01	2.745146214273932372e+01
9.899999999999999911e-01	1.800000000000000000e+01	2.761968766151500887e+01
9.913403567663993110e-01	1.700000000000000000e+01	2.776297243692604866e+01
9.925010579066754213e-01	1.600000000000000000e+01	2.788039246221981315e+01
9.935061836842379313e-01	1.600000000000000000e+01	2.797135451850662591e+01
9.943765867480964804e-01	1.500000000000000000e+01	2.803522529106236050e+01
9.951303247483413994e-01	1.400000000000000000e+01	2.807150194958559197e+01
9.957830349657141866e-01	1.300000000000000000e+01	2.807977726697006915e+01
9.963482587274515856e-01	1.300000000000000000e+01	2.805977450230935943e+01
9.968377223398315889e-01	1.200000000000000000e+01	2.801118144857924008e+01
9.972615803657356448e-01	1.100000000000000000e+01	2.793389232956401003e+01
9.976286262943383498e-01	1.100000000000000000e+01	2.782788813981247245e+01
9.979464749735428297e-01	1.000000000000000000e+01	2.769298018087951618e+01
9.982217205899610590e-01	1.000000000000000000e+01	2.752926597434317202e+01
9.984600734739405015e-01	9.000000000000000000e+00	2.733672113061076203e+01
9.986664785678366352e-01	9.000000000000000000e+00	2.711549825536386749e+01
9.988452180153105653e-01	8.000000000000000000e+00	2.686558567317979396e+01
9.989999999999999991e-01	8.000000000000000000e+00	2.658729620114116443e+01
9.991340356766399422e-01	7.000000000000000000e+00	2.628068558426073054e+01
9.992501057906675310e-01	7.000000000000000000e+00	2.594605653080961005e+01
9.993506183684237598e-01	6.000000000000000000e+00	2.558356615060711547e+01
9.994376586748096036e-01	6.000000000000000000e+00	2.519355378850709570e+01
9.995130324748341399e-01	5.000000000000000000e+00	2.477620318066823302e+01
9.995783034965713965e-01	5.000000000000000000e+00	2.433199340627621154e+01
9.996348258727452141e-01	5.000000000000000000e+00	2.386106124672386031e+01
9.996837722339831922e-01	4.000000000000000000e+00	2.336374833846342369e+01
9.997261580365736089e-01	4.000000000000000000e+00	2.284027579883576919e+01
9.997628626294338128e-01	4.000000000000000000e+00	2.229087975722350379e+01
9.997946474973542497e-01	4.000000000000000000e+00	2.171551589462732323e+01
9.998221720589961503e-01	3.000000000000000000e+00	2.111421019816834388e+01
9.998460073473940390e-01	3.000000000000000000e+00	2.048670976883707695e+01
9.998666478567836968e-01	3.000000000000000000e+00	1.983264925941463730e+01
9.998845218015310898e-01	3.000000000000000000e+00	1.915125810816910246e+01
9.999000000000000110e-01	2.000000000000000000e+00	1.844153486126092645e+01
