#lambda	number of discriminable inputs	dynamic_range
0.000000000000000000e+00	7.000000000000000000e+00	1.216495033353816879e+01
1.340356766399346533e-01	7.000000000000000000e+00	1.291126448657585613e+01
2.501057906675441256e-01	9.000000000000000000e+00	1.389040354639663377e+01
3.506183684237886844e-01	1.000000000000000000e+01	1.475524600596353153e+01
4.376586748096509272e-01	1.100000000000000000e+01	1.544138785455753116e+01
5.130324748341368313e-01	1.200000000000000000e+01	1.607937108717560548e+01
5.783034965714177744e-01	1.300000000000000000e+01	1.671129269530595707e+01
6.348258727451623340e-01	1.400000000000000000e+01	1.734271811312252609e+01
6.837722339831620033e-01	1.500000000000000000e+01	1.796879151847162248e+01
7.261580365735638143e-01	1.600000000000000000e+01	1.858194371685087987e+01
7.628626294338345382e-01	1.800000000000000000e+01	1.917556559672195959e+01
7.946474973542854148e-01	1.900000000000000000e+01	1.974699033440164087e+01
8.221720589961076797e-01	2.000000000000000000e+01	2.029752315942120688e+01
8.460073473940508126e-01	2.100000000000000000e+01	2.083119945615726110e+01
8.666478567836676250e-01	2.100000000000000000e+01	2.135218174183542317e+01
8.845218015310541970e-01	2.200000000000000000e+01	2.186318782161182028e+01
9.000000000000000222e-01	2.300000000000000000e+01	2.236499332844586974e+01
9.134035676639934431e-01	2.300000000000000000e+01	2.285646972262735233e+01
9.250105790667544348e-01	2.300000000000000000e+01	2.333521458312579000e+01
9.350618368423788684e-01	2.400000000000000000e+01	2.379834315251618193e+01
9.437658674809651371e-01	2.400000000000000000e+01	2.424301144160090615e+01
9.513032474834136609e-01	2.400000000000000000e+01	2.466655219127349952e+01
9.578303496571417552e-01	2.300000000000000000e+01	2.506708542422991570e+01
9.634825872745161890e-01	2.300000000000000000e+01	2.544302397090926604e+01
9.683772233983162225e-01	2.300000000000000000e+01	2.579346096904160035e+01
9.726158036573563370e-01	2.200000000000000000e+01	2.611804093638004787e+01
9.762862629433834982e-01	2.200000000000000000e+01	2.641660848942638395e+01
9.794647497354285193e-01	2.100000000000000000e+01	2.668934170642181414e+01
9.822172058996108124e-01	2.000000000000000000e+01	2.693658881772071823e+01
9.846007347394051257e-01	2.000000000000000000e+01	2.715878252889330824e+01
9.866647856783667958e-01	1.900000000000000000e+01	2.735622816493328457e+01
9.884521801531054308e-01	1.800000000000000000e+01	2.752907772341884751e+01
9.899999999999999911e-01	1.700000000000000000e+01	2.767723937468183593e+01
9.913403567663993110e-01	1.700000000000000000e+01	2.780041942526619891e+01
9.925010579066754213e-01	1.600000000000000000e+01	2.789819830639865472e+01
9.935061836842379313e-01	1.500000000000000000e+01	2.796979976885516095e+01
9.943765867480964804e-01	1.400000000000000000e+01	2.801442901172972100e+01
9.951303247483413994e-01	1.400000000000000000e+01	2.803120954049833102e+01
9.957830349657141866e-01	1.300000000000000000e+01	2.801927881216206728e+01
9.963482587274515856e-01	1.200000000000000000e+01	2.797786546153229992e+01
9.968377223398315889e-01	1.200000000000000000e+01	2.790636913905259320e+01
9.972615803657356448e-01	1.100000000000000000e+01	2.780440033635604991e+01
9.976286262943383498e-01	1.000000000000000000e+01	2.767181975524276893e+01
9.979464749735428297e-01	1.000000000000000000e+01	2.750888450371250116e+01
9.982217205899610590e-01	9.000000000000000000e+00	2.731601572415017998e+01
9.984600734739405015e-01	9.000000000000000000e+00	2.709403193226273743e+01
9.986664785678366352e-01	8.000000000000000000e+00	2.684394961750955488e+01
9.988452180153105653e-01	8.000000000000000000e+00	2.656694828547928822e+01
9.989999999999999991e-01	7.000000000000000000e+00	2.626438953127690823e+01
9.991340356766399422e-01	7.000000000000000000e+00	2.593769572251903810e+01
9.992501057906675310e-01	7.000000000000000000e+00	2.558818922134823026e+01
9.993506183684237598e-01	6.000000000000000000e+00	2.521712394497664178e+01
9.994376586748096036e-01	6.000000000000000000e+00	2.482545233319957845e+01
9.995130324748341399e-01	5.000000000000000000e+00	2.441390527323196835e+01
9.995783034965713965e-01	5.000000000000000000e+00	2.398289663304869634e+01
9.996348258727452141e-01	5.000000000000000000e+00	2.353229021226416862e+01
9.996837722339831922e-01	4.000000000000000000e+00	2.306156959713128174e+01
9.997261580365736089e-01	4.000000000000000000e+00	2.256952257136411077e+01
9.997628626294338128e-01	4.000000000000000000e+00	2.205431266786493438e+01
9.997946474973542497e-01	4.000000000000000000e+00	2.151328187281001902e+01
9.998221720589961503e-01	3.000000000000000000e+00	2.094280705111810903e+01
9.998460073473940390e-01	3.000000000000000000e+00	2.033839806374036741e+01
9.998666478567836968e-01	3.000000000000000000e+00	1.969391778818312133e+01
9.998845218015310898e-01	3.000000000000000000e+00	1.900176279903185872e+01
9.999000000000000110e-01	2.000000000000000000e+00	1.825215423046799046e+01
