#lambda	number of discriminable inputs	dynamic_range
0.000000000000000000e+00	6.000000000000000000e+00	1.188839990643901245e+01
1.340356766399346533e-01	7.000000000000000000e+00	1.299229893836310268e+01
2.501057906675441256e-01	8.000000000000000000e+00	1.395149540150913481e+01
3.506183684237886844e-01	9.000000000000000000e+00	1.471223991360197836e+01
4.376586748096509272e-01	1.000000000000000000e+01	1.536074098204921867e+01
5.130324748341368313e-01	1.200000000000000000e+01	1.596849936984093610e+01
5.783034965714177744e-01	1.300000000000000000e+01	1.657391866667428459e+01
6.348258727451623340e-01	1.400000000000000000e+01	1.719405109055092140e+01
6.837722339831620033e-01	1.600000000000000000e+01	1.783311726529342067e+01
7.261580365735638143e-01	1.700000000000000000e+01	1.848688738436967682e+01
7.628626294338345382e-01	1.800000000000000000e+01	1.914657568541474930e+01
7.946474973542854148e-01	2.000000000000000000e+01	1.980158517147562947e+01
8.221720589961076797e-01	2.100000000000000000e+01	2.044158102954386891e+01
8.460073473940508126e-01	2.200000000000000000e+01	2.105775406613241074e+01
8.666478567836676250e-01	2.400000000000000000e+01	2.164376859586238311e+01
8.845218015310541970e-01	2.500000000000000000e+01	2.219601576207482196e+01
9.000000000000000222e-01	2.600000000000000000e+01	2.271393968765658045e+01
9.134035676639934431e-01	2.700000000000000000e+01	2.319902102493477258e+01
9.250105790667544348e-01	2.800000000000000000e+01	2.365451612098453538e+01
9.350618368423788684e-01	2.900000000000000000e+01	2.408449233987991178e+01
9.437658674809651371e-01	3.000000000000000000e+01	2.449319239248671209e+01
9.513032474834136609e-01	3.000000000000000000e+01	2.488446938971832978e+01
9.578303496571417552e-01	3.100000000000000000e+01	2.526147840623236362e+01
9.634825872745161890e-01	3.100000000000000000e+01	2.562658839145250766e+01
9.683772233983162225e-01	3.200000000000000000e+01	2.598125077166649177e+01
9.726158036573563370e-01	3.200000000000000000e+01	2.632603750098142115e+01
9.762862629433834982e-01	3.200000000000000000e+01	2.666091305729405292e+01
9.794647497354285193e-01	3.200000000000000000e+01	2.698500265519930963e+01
9.822172058996108124e-01	3.200000000000000000e+01	2.729703779259446605e+01
9.846007347394051257e-01	3.100000000000000000e+01	2.759517517749891624e+01
9.866647856783667958e-01	3.100000000000000000e+01	2.787723847576224401e+01
9.884521801531054308e-01	3.000000000000000000e+01	2.814080389488737310e+01
9.899999999999999911e-01	2.900000000000000000e+01	2.838326508477388899e+01
9.913403567663993110e-01	2.800000000000000000e+01	2.860202124813453395e+01
9.925010579066754213e-01	2.600000000000000000e+01	2.879436565713660556e+01
9.935061836842379313e-01	2.500000000000000000e+01	2.895792407405684799e+01
9.943765867480964804e-01	2.400000000000000000e+01	2.909058382738374604e+01
9.951303247483413994e-01	2.200000000000000000e+01	2.919031200474983478e+01
9.957830349657141866e-01	2.100000000000000000e+01	2.925575969369472418e+01
9.963482587274515856e-01	2.000000000000000000e+01	2.928574642907919667e+01
9.968377223398315889e-01	1.900000000000000000e+01	2.927953945495904975e+01
9.972615803657356448e-01	1.700000000000000000e+01	2.923681898781470068e+01
9.976286262943383498e-01	1.600000000000000000e+01	2.915774048677153019e+01
9.979464749735428297e-01	1.500000000000000000e+01	2.904272192205268510e+01
9.982217205899610590e-01	1.400000000000000000e+01	2.889254383752332345e+01
9.984600734739405015e-01	1.300000000000000000e+01	2.870839558641782929e+01
9.986664785678366352e-01	1.200000000000000000e+01	2.849147536284753457e+01
9.988452180153105653e-01	1.100000000000000000e+01	2.824346521600966042e+01
9.989999999999999991e-01	1.000000000000000000e+01	2.796596484263282179e+01
9.991340356766399422e-01	1.000000000000000000e+01	2.766080571704323887e+01
9.992501057906675310e-01	9.000000000000000000e+00	2.732968263641301832e+01
9.993506183684237598e-01	8.000000000000000000e+00	2.697424208120091293e+01
9.994376586748096036e-01	8.000000000000000000e+00	2.659580519631115436e+01
9.995130324748341399e-01	7.000000000000000000e+00	2.619555619809740676e+01
9.995783034965713965e-01	7.000000000000000000e+00	2.577413981545431554e+01
9.996348258727452141e-01	6.000000000000000000e+00	2.533188820851098200e+01
9.996837722339831922e-01	6.000000000000000000e+00	2.486840996386430902e+01
9.997261580365736089e-01	5.000000000000000000e+00	2.438276500122107393e+01
9.997628626294338128e-01	5.000000000000000000e+00	2.387329534367916395e+01
9.997946474973542497e-01	4.000000000000000000e+00	2.333742334721179645e+01
9.998221720589961503e-01	4.000000000000000000e+00	2.277153933918285134e+01
9.998460073473940390e-01	4.000000000000000000e+00	2.217080873397700458e+01
9.998666478567836968e-01	3.000000000000000000e+00	2.152873813943372383e+01
9.998845218015310898e-01	3.000000000000000000e+00	2.083655195318632991e+01
9.999000000000000110e-01	3.000000000000000000e+00	2.008229148084596716e+01
