#lambda	number of discriminable inputs	dynamic_range
0.000000000000000000e+00	7.000000000000000000e+00	1.221846539530167597e+01
1.340356766399346533e-01	7.000000000000000000e+00	1.291699457918199734e+01
2.501057906675441256e-01	8.000000000000000000e+00	1.386093739424966387e+01
3.506183684237886844e-01	1.000000000000000000e+01	1.476951930676396962e+01
4.376586748096509272e-01	1.100000000000000000e+01	1.545905310653449760e+01
5.130324748341368313e-01	1.200000000000000000e+01	1.608260091401616521e+01
5.783034965714177744e-01	1.300000000000000000e+01	1.670188819997089524e+01
6.348258727451623340e-01	1.400000000000000000e+01	1.732525741690178123e+01
6.837722339831620033e-01	1.500000000000000000e+01	1.794715421288178447e+01
7.261580365735638143e-01	1.600000000000000000e+01	1.855844514429633918e+01
7.628626294338345382e-01	1.700000000000000000e+01	1.915061360224152764e+01
7.946474973542854148e-01	1.800000000000000000e+01	1.971865905468280289e+01
8.221720589961076797e-01	1.900000000000000000e+01	2.026215529062985965e+01
8.460073473940508126e-01	2.000000000000000000e+01	2.078447336333158901e+01
8.666478567836676250e-01	2.000000000000000000e+01	2.129063137799617422e+01
8.845218015310541970e-01	2.100000000000000000e+01	2.178495191968314870e+01
9.000000000000000222e-01	2.200000000000000000e+01	2.226995156119443564e+01
9.134035676639934431e-01	2.200000000000000000e+01	2.274606379651105570e+01
9.250105790667544348e-01	2.200000000000000000e+01	2.321215153729437120e+01
9.350618368423788684e-01	2.200000000000000000e+01	2.366619938482070751e+01
9.437658674809651371e-01	2.300000000000000000e+01	2.410549555485686568e+01
9.513032474834136609e-01	2.200000000000000000e+01	2.452765903586819007e+01
9.578303496571417552e-01	2.200000000000000000e+01	2.493018892349298454e+01
9.634825872745161890e-01	2.200000000000000000e+01	2.531123047793186487e+01
9.683772233983162225e-01	2.200000000000000000e+01	2.566908081808524855e+01
9.726158036573563370e-01	2.100000000000000000e+01	2.600255515771178239e+01
9.762862629433834982e-01	2.100000000000000000e+01	2.631081409286426265e+01
9.794647497354285193e-01	2.000000000000000000e+01	2.659341268722110385e+01
9.822172058996108124e-01	2.000000000000000000e+01	2.685001141399562385e+01
9.846007347394051257e-01	1.900000000000000000e+01	2.708052636169575322e+01
9.866647856783667958e-01	1.800000000000000000e+01	2.728491106345023809e+01
9.884521801531054308e-01	1.800000000000000000e+01	2.746319401284388917e+01
9.899999999999999911e-01	1.700000000000000000e+01	2.761516653977454183e+01
9.913403567663993110e-01	1.600000000000000000e+01	2.774063343384488434e+01
9.925010579066754213e-01	1.500000000000000000e+01	2.783919697729533027e+01
9.935061836842379313e-01	1.500000000000000000e+01	2.791041655804054500e+01
9.943765867480964804e-01	1.400000000000000000e+01	2.795361073535185881e+01
9.951303247483413994e-01	1.300000000000000000e+01	2.796829821252035231e+01
9.957830349657141866e-01	1.300000000000000000e+01	2.795381529212514948e+01
9.963482587274515856e-01	1.200000000000000000e+01	2.790971422688926395e+01
9.968377223398315889e-01	1.200000000000000000e+01	2.783563213186054242e+01
9.972615803657356448e-01	1.100000000000000000e+01	2.773149745915254272e+01
9.976286262943383498e-01	1.000000000000000000e+01	2.759739504190378767e+01
9.979464749735428297e-01	1.000000000000000000e+01	2.743360104755297613e+01
9.982217205899610590e-01	9.000000000000000000e+00	2.724073604788934944e+01
9.984600734739405015e-01	9.000000000000000000e+00	2.701967246310528026e+01
9.986664785678366352e-01	8.000000000000000000e+00	2.677144445844156095e+01
9.988452180153105653e-01	8.000000000000000000e+00	2.649726256820933301e+01
9.989999999999999991e-01	7.000000000000000000e+00	2.619846434835002924e+01
9.991340356766399422e-01	7.000000000000000000e+00	2.587643287008893012e+01
9.992501057906675310e-01	7.000000000000000000e+00	2.553254752237199554e+01
9.993506183684237598e-01	6.000000000000000000e+00	2.516797482550017406e+01
9.994376586748096036e-01	6.000000000000000000e+00	2.478371412777314120e+01
9.995130324748341399e-01	5.000000000000000000e+00	2.438050003090169326e+01
9.995783034965713965e-01	5.000000000000000000e+00	2.395882555383060009e+01
9.996348258727452141e-01	5.000000000000000000e+00	2.351866159236028153e+01
9.996837722339831922e-01	4.000000000000000000e+00	2.305950567317484001e+01
9.997261580365736089e-01	4.000000000000000000e+00	2.258030259976683851e+01
9.997628626294338128e-01	4.000000000000000000e+00	2.207939762226593672e+01
9.997946474973542497e-01	4.000000000000000000e+00	2.155435386636852257e+01
9.998221720589961503e-01	3.000000000000000000e+00	2.100192620881992767e+01
9.998460073473940390e-01	3.000000000000000000e+00	2.041782484026916933e+01
9.998666478567836968e-01	3.000000000000000000e+00	1.979647901280482003e+01
9.998845218015310898e-01	3.000000000000000000e+00	1.913093465683487437e+01
9.999000000000000110e-01	2.000000000000000000e+00	1.841223346002308148e+01
