#lambda	number of discriminable inputs	dynamic_range
0.000000000000000000e+00	6.000000000000000000e+00	1.246941313148630393e+01
2.501057906675441256e-01	8.000000000000000000e+00	1.269220691174393423e+01
4.376586748096509272e-01	1.000000000000000000e+01	1.435478646314269824e+01
5.783034965714177744e-01	1.300000000000000000e+01	1.632056627427072115e+01
6.837722339831620033e-01	1.600000000000000000e+01	1.821261998258068360e+01
7.628626294338345382e-01	1.800000000000000000e+01	1.986306924380897243e+01
8.221720589961076797e-01	2.100000000000000000e+01	2.127435710296663274e+01
8.666478567836676250e-01	2.400000000000000000e+01	2.249525953105392162e+01
9.000000000000000222e-01	2.600000000000000000e+01	2.356519913290952672e+01
9.250105790667544348e-01	2.800000000000000000e+01	2.450830908493268012e+01
9.437658674809651371e-01	2.900000000000000000e+01	2.533896351291842564e+01
9.578303496571417552e-01	3.000000000000000000e+01	2.606650264867652922e+01
9.683772233983162225e-01	3.000000000000000000e+01	2.669759024814745629e+01
9.762862629433834982e-01	2.900000000000000000e+01	2.723679612450474252e+01
9.822172058996108124e-01	2.800000000000000000e+01	2.768696977381619817e+01
9.866647856783667958e-01	2.600000000000000000e+01	2.804971998919824472e+01
9.899999999999999911e-01	2.400000000000000000e+01	2.832521897590887505e+01
9.925010579066754213e-01	2.100000000000000000e+01	2.851308498491712839e+01
9.943765867480964804e-01	1.900000000000000000e+01	2.861204487007282182e+01
9.957830349657141866e-01	1.700000000000000000e+01	2.862046225900810370e+01
9.968377223398315889e-01	1.500000000000000000e+01	2.853673403259662322e+01
9.976286262943383498e-01	1.300000000000000000e+01	2.835933035510873168e+01
9.982217205899610590e-01	1.100000000000000000e+01	2.808700734568490276e+01
9.986664785678366352e-01	1.000000000000000000e+01	2.771877246496499225e+01
9.989999999999999991e-01	9.000000000000000000e+00	2.725282859658658907e+01
9.992501057906675310e-01	8.000000000000000000e+00	2.668616668098932365e+01
9.994376586748096036e-01	7.000000000000000000e+00	2.601287802438223551e+01
9.995783034965713965e-01	6.000000000000000000e+00	2.522318653288981238e+01
9.996837722339831922e-01	5.000000000000000000e+00	2.430198712552158469e+01
9.997628626294338128e-01	4.000000000000000000e+00	2.322820832625517795e+01
9.998221720589961503e-01	4.000000000000000000e+00	2.197514065161106700e+01
9.998666478567836968e-01	3.000000000000000000e+00	2.051133398755121462e+01
9.999000000000000110e-01	3.000000000000000000e+00	1.879987149092020715e+01
